path,condition,test_type,cell,visit,test_id,rpt_T_degC,size_MB,DOD_pct,C_ch,C_dis,T_degC,rows,duration_s,dt_median_s,dt_mean_s,V_min,V_max,V_mean,V_std,I_min,I_max,I_mean,I_std,T_min,T_max,T_mean,T_std,Ah_min,Ah_max,Ah_span,n_steps,Q_charge_Ah_total,Q_discharge_Ah_total,parse_status
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMK8H_CYC_at40degC_V09_5278.ird,DOD100_1C1C_40degC,CYC,S2000FMK8H,9,5278,40,0.025,100.0,1.0,1.0,40.0,411.0,12156.345532185,29.999999999000465,29.649623249231713,-0.34873586893081665,2.3003594875335693,2.2771799564361572,0.2041778415441513,0.0,0.0,0.0,0.0,23.606029510498047,41.32115173339844,40.44676971435547,2.6162984371185303,0.0,0.0,0.0,3.0,0.0,-0.0,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V01_4946.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,1,4946,40,16.591,100.0,1.0,1.0,40.0,182704.0,1917637.797681403,10.0,10.495929446595857,1.4986079931259155,3.8007094860076904,2.8126308917999268,0.6797731518745422,-1.2003474235534668,1.2000558376312256,-0.0013596117496490479,1.0724339485168457,33.05329132080078,43.35205841064453,41.87207794189453,0.7339024543762207,-0.24987460672855377,1.0629969835281372,1.3128715753555298,1208.0,243.78968754511627,243.7383108581111,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V03_5020.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,3,5020,40,16.613,100.0,1.0,1.0,40.0,183024.0,1914750.1229910632,10.0,10.461800555072658,1.4986079931259155,3.8007094860076904,2.804422378540039,0.6779910922050476,-1.2007715702056885,1.2000558376312256,-0.0015086819184944034,1.0697590112686157,31.96133041381836,43.48207092285156,41.8748893737793,0.7547096610069275,-0.21684686839580536,1.0568821430206299,1.2737289667129517,1208.0,242.99338424424482,242.82988002717616,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V05_5119.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,5,5119,40,16.883,100.0,1.0,1.0,40.0,187136.0,1894253.9449130208,9.999999996973202,10.12239263052353,1.4986079931259155,3.8007094860076904,2.7783803939819336,0.6858544945716858,-1.2005594968795776,1.2000558376312256,-0.001082987291738391,1.0481808185577393,29.535720825195312,43.39421844482422,41.95978927612305,0.7462579011917114,-0.08268778771162033,1.2119563817977905,1.2946441173553467,1208.0,238.757731986588,238.4010786211703,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V07_5193.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,7,5193,40,17.375,100.0,1.0,1.0,40.0,193440.0,1852201.717031801,9.999999162042513,9.575120410216146,1.4984171390533447,3.800518751144409,2.744816303253174,0.6927692890167236,-1.2022560834884644,1.200135350227356,-0.001196551718749106,1.0131428241729736,29.815200805664062,43.475040435791016,42.14990234375,0.7799059748649597,-0.09725417196750641,1.126012921333313,1.2232670783996582,1208.0,230.68389996388282,230.39578755754047,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V09_5280.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,9,5280,40,0.058,100.0,1.0,1.0,40.0,941.0,28069.284020191,29.999999998999556,29.860940447011703,-0.12574264407157898,2.219099998474121,2.2106759548187256,0.10774576663970947,0.0,0.0,0.0,0.0,27.85784912109375,41.514400482177734,41.07060241699219,1.4941895008087158,0.0,0.0,0.0,3.0,0.0,-0.0,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V01_4945.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,1,4945,40,16.554,100.0,1.0,1.0,40.0,182456.0,1915283.023731104,10.0,10.497289872741794,1.4986774921417236,3.800769567489624,2.811342716217041,0.6816275119781494,-1.2001147270202637,1.2000352144241333,-0.001774367643520236,1.072076439857483,32.689640045166016,43.59803009033203,42.01028060913086,0.7779834866523743,-0.26637235283851624,1.059684157371521,1.3260564804077148,1208.0,243.23011928669396,243.17161864640843,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V03_5019.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,3,5019,40,16.588,100.0,1.0,1.0,40.0,182844.0,1914475.892162519,10.0,10.470599870722527,1.4988682270050049,3.800769567489624,2.8035075664520264,0.679136335849762,-1.2001253366470337,1.200040578842163,-0.0018009734340012074,1.0696812868118286,31.060590744018555,43.64019012451172,41.98786926269531,0.7740023136138916,-0.28714653849601746,1.0636613368988037,1.3508079051971436,1208.0,242.68501554442744,242.6419988664915,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V05_5118.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,5,5118,40,16.896,100.0,1.0,1.0,40.0,186983.0,1891941.19933397,9.999999996973202,10.118306571402435,1.4984866380691528,3.800769567489624,2.7771193981170654,0.6857465505599976,-1.2003374099731445,1.2000352144241333,-0.0016886127414181828,1.0477879047393799,28.879030227661133,43.67531967163086,42.093780517578125,0.7969522476196289,-0.26832282543182373,1.0508936643600464,1.3192164897918701,1208.0,238.23634922490226,238.18831603318972,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V07_5192.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,7,5192,40,17.359,100.0,1.0,1.0,40.0,193415.0,1848814.795693001,9.999999162042513,9.558846803711214,1.4986774921417236,3.8005788326263428,2.7425384521484375,0.6927591562271118,-1.2044720649719238,1.2041540145874023,-0.0016470340779051185,1.0121022462844849,28.58785057067871,43.88264083862305,42.27309799194336,0.8486406207084656,-0.257610023021698,1.0267678499221802,1.2843778133392334,1208.0,230.06381547793038,230.03289692766054,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V09_5279.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,9,5279,40,15.388,100.0,1.0,1.0,40.0,173233.0,1558921.915042816,9.999999157967977,8.999041257058835,-6.251260757446289,6.249162673950195,2.6984307765960693,0.7117489576339722,-1.2003374099731445,1.2005493640899658,-0.0016239321557804942,0.9713059663772583,25.760530471801758,43.68587112426758,42.29472351074219,0.8559036254882812,-0.21981503069400787,0.9864210486412048,1.2062361240386963,1071.0,189.83808778363294,189.82034215355353,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000EPLM8_CU_at25degC_V00_4841.ird,DOD100_1C1C_50degC,CU,S2000EPLM8,0,4841,25,15.408,100.0,1.0,1.0,50.0,179709.0,299025.291720665,1.0000033529940993,1.6639509188275703,1.4991775751113892,3.800395965576172,2.9123246669769287,0.5798432230949402,-2.4002175331115723,2.401698112487793,-0.03076547011733055,0.44901859760284424,21.411190032958984,27.779460906982422,22.757068634033203,1.8802440166473389,-0.6472732424736023,0.5948362946510315,1.2421095371246338,126.0,3.689021301237539,4.162590511712121,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000EPLM8_CU_at25degC_V01_4887.ird,DOD100_1C1C_50degC,CU,S2000EPLM8,1,4887,25,15.756,100.0,1.0,1.0,50.0,182358.0,301114.28304721805,1.0000050300150178,1.6512351214772016,1.4998449087142944,3.800153970718384,2.8968923091888428,0.5673767924308777,-2.400146722793579,2.405334949493408,-0.04021476209163666,0.45120811462402344,25.07328987121582,27.73975944519043,26.282398223876953,0.19413746893405914,-1.161806583404541,0.07477954775094986,1.236586093902588,126.0,3.6593354758126715,4.643713503906206,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000FNILQ_CU_at25degC_V00_4842.ird,DOD100_1C1C_50degC,CU,S2000FNILQ,0,4842,25,15.445,100.0,1.0,1.0,50.0,179762.0,299057.228945558,1.0000050259986892,1.6636379912525967,1.4992915391921997,3.8003921508789062,2.9080097675323486,0.5838854908943176,-2.4001972675323486,2.4016871452331543,-0.030865870416164398,0.44907158613204956,21.499380111694336,28.179590225219727,22.8436336517334,1.9042537212371826,-0.6490029692649841,0.5932154059410095,1.2422183752059937,126.0,3.692431797110561,4.170269727614722,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000FOOS5_CU_at25degC_V00_4840.ird,DOD100_1C1C_50degC,CU,S2000FOOS5,0,4840,25,15.385,100.0,1.0,1.0,50.0,179196.0,297640.27405525703,1.0000033530013752,1.660985373784185,1.4998098611831665,3.8002946376800537,2.9081127643585205,0.5833215713500977,-2.400167465209961,2.4024012088775635,-0.03076130524277687,0.4494178295135498,21.17091941833496,27.91080093383789,22.52155113220215,1.9041496515274048,-0.6424758434295654,0.5894840359687805,1.2319598197937012,126.0,3.6667373695387653,4.141426846513579,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000FOOS5_CU_at25degC_V01_4888.ird,DOD100_1C1C_50degC,CU,S2000FOOS5,1,4888,25,14.835,100.0,1.0,1.0,50.0,175361.0,293550.048064181,1.0000083780032583,1.6739852193440978,1.499009609222412,3.8001742362976074,2.8954129219055176,0.5705083608627319,-2.4001235961914062,2.4051735401153564,-0.01919717714190483,0.446653813123703,25.125219345092773,27.324369430541992,26.192901611328125,0.1471511274576187,-0.020453356206417084,1.2060288190841675,1.2264821529388428,126.0,3.683906591949905,3.533841708653332,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/Cycling_Periods/S2000EPLM8_CU_at50degC_V01_4868.ird,DOD100_1C1C_50degC,CYC,S2000EPLM8,1,4868,50,44.418,100.0,1.0,1.0,50.0,477702.0,3574169.8655031254,9.999782931059599,7.4820229924223005,1.4986053705215454,3.800586700439453,2.84721040725708,0.6359257102012634,-1.201748013496399,1.2013249397277832,-0.0006303091649897397,0.8190222382545471,47.2094612121582,54.38499069213867,51.90876007080078,0.8134456276893616,-0.1982979029417038,1.1763153076171875,1.3746131658554077,1825.0,375.7825438414756,375.21556985321513,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/Cycling_Periods/S2000FNILQ_CU_at50degC_V01_4869.ird,DOD100_1C1C_50degC,CYC,S2000FNILQ,1,4869,50,42.265,100.0,1.0,1.0,50.0,455094.0,3503438.093821122,9.999846627004445,7.698290445735535,-6.248732566833496,6.250449180603027,2.838611364364624,0.6526656150817871,-1.2001519203186035,1.2000454664230347,-0.0036595179699361324,0.8386894464492798,41.75333023071289,54.69670104980469,52.094486236572266,0.6121828556060791,-0.1962345838546753,1.1942951679229736,1.390529751777649,1829.0,374.34094011991044,374.87616272480795,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/Cycling_Periods/S2000FOOS5_CU_at50degC_V01_4867.ird,DOD100_1C1C_50degC,CYC,S2000FOOS5,1,4867,50,44.202,100.0,1.0,1.0,50.0,476245.0,3573370.06797299,9.999783769715577,7.50323377926649,1.4986647367477417,3.800485372543335,2.8522963523864746,0.6364377737045288,-1.2001948356628418,1.2000465393066406,-0.001459993189200759,0.819963812828064,47.515281677246094,54.069068908691406,51.42849349975586,0.9111995100975037,-0.19131353497505188,1.1466186046600342,1.3379321098327637,1841.0,374.85609397050325,375.46226004947476,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FP452_CU_at25degC_V00_4831.ird,DOD100_2C2C_-10degC,CU,S2000FP452,0,4831,25,15.389,100.0,2.0,2.0,-10.0,179393.0,298503.57749481004,1.000003352004569,1.6639737418324676,1.4994045495986938,3.8004746437072754,2.9117019176483154,0.5801363587379456,-2.400200605392456,2.4088425636291504,-0.030461367219686508,0.4489623010158539,22.874570846557617,26.279769897460938,25.106679916381836,0.1628543883562088,-0.6405293345451355,0.5987370610237122,1.2392663955688477,126.0,3.671218583194768,4.133752460997335,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FP452_CU_at25degC_V01_4879.ird,DOD100_2C2C_-10degC,CU,S2000FP452,1,4879,25,14.994,100.0,2.0,2.0,-10.0,175138.0,287114.91571529204,1.0000008390052244,1.6393732661590186,1.4997373819351196,3.8002758026123047,2.9188969135284424,0.5904805660247803,-2.4001636505126953,2.4074649810791016,-0.031719084829092026,0.4520936906337738,16.998329162597656,27.215930938720703,25.629331588745117,0.24035263061523438,-0.7308014035224915,0.4254264235496521,1.1562278270721436,126.0,3.4231329127097654,3.9837261062264377,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FQ87T_CU_at25degC_V00_4833.ird,DOD100_2C2C_-10degC,CU,S2000FQ87T,0,4833,25,15.411,100.0,2.0,2.0,-10.0,179685.0,299207.92206730304,1.000003352004569,1.6651895665017644,1.499853491783142,3.800353527069092,2.910966157913208,0.581057608127594,-2.400184154510498,2.4060163497924805,-0.030617786571383476,0.44880416989326477,23.18429946899414,26.151479721069336,25.13882064819336,0.13649886846542358,-0.6522328853607178,0.5921685695648193,1.244401454925537,126.0,3.68130184065669,4.151922221590023,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FR213_CU_at25degC_V00_4832.ird,DOD100_2C2C_-10degC,CU,S2000FR213,0,4832,25,15.509,100.0,2.0,2.0,-10.0,180595.0,301383.056146831,1.0000041910097934,1.6688431295991617,1.499271035194397,3.8003270626068115,2.909956693649292,0.5806087851524353,-2.4002397060394287,2.4096639156341553,-0.030847683548927307,0.4483658969402313,23.101669311523438,26.035419464111328,25.148805618286133,0.1264718472957611,-0.6587302684783936,0.6004206538200378,1.2591509819030762,126.0,3.7262838681334562,4.202644930007465,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FR213_CU_at25degC_V01_4883.ird,DOD100_2C2C_-10degC,CU,S2000FR213,1,4883,25,15.207,100.0,2.0,2.0,-10.0,177361.0,292419.781216758,1.0000050270173233,1.6487357984706699,1.4995633363723755,3.8001275062561035,2.911949396133423,0.5899694561958313,-2.4002022743225098,2.4065520763397217,-0.03235933557152748,0.45097070932388306,24.66543960571289,27.693939208984375,26.05852699279785,0.2496519684791565,-0.7563009858131409,0.43619295954704285,1.1924939155578613,126.0,3.5294420684301886,4.110308810690118,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/Cycling_Periods/S2000FP452_CU_at-10degC_V01_4860.ird,DOD100_2C2C_-10degC,CYC,S2000FP452,1,4860,-10,0.0,100.0,2.0,2.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,error: EmptyDataError: No columns to parse from file
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/Cycling_Periods/S2000FQ87T_CU_at-10degC_V01_4859.ird,DOD100_2C2C_-10degC,CYC,S2000FQ87T,1,4859,-10,18.364,100.0,2.0,2.0,-10.0,207413.0,1381601.65235626,3.000149183004396,6.661146184195032,-6.2488179206848145,3.893021821975708,3.1236088275909424,0.6250395774841309,-2.4001471996307373,2.4035775661468506,0.033942997455596924,0.8836371302604675,-9.897839546203613,5.7684102058410645,-7.546097755432129,3.309753656387329,-1.476104785069765e-07,22.139751434326172,22.139751434326172,1224.0,111.78366256498605,90.32903215125748,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/Cycling_Periods/S2000FR213_CU_at-10degC_V01_4858.ird,DOD100_2C2C_-10degC,CYC,S2000FR213,1,4858,-10,42.623,100.0,2.0,2.0,-10.0,469109.0,3183668.0130592803,3.0001273920061067,6.786641909878494,1.4981269836425781,3.8005177974700928,2.943864583969116,0.6171665191650391,-2.400250196456909,2.4069137573242188,0.08791223913431168,1.2901984453201294,-9.744629859924316,4.413809776306152,-6.528702735900879,3.914689779281616,-2.0433256509022613e-07,120.28192901611328,120.28192901611328,2433.0,524.1135496898548,405.69374450110143,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V00_4896.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,0,4896,25,15.414,100.0,2.0,2.0,25.0,179620.0,298983.424598352,1.0000016780104488,1.66454230676238,1.4994523525238037,3.8002142906188965,2.9097821712493896,0.5825326442718506,-2.4003360271453857,2.404609203338623,-0.03067784570157528,0.4489072263240814,24.674570083618164,26.933399200439453,25.05255889892578,0.2661617696285248,-0.6522017121315002,0.590409517288208,1.2426111698150635,126.0,3.6791376597697267,4.152085545691499,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V02_4955.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,2,4955,25,15.527,100.0,2.0,2.0,25.0,180682.0,301190.356510568,1.0000008399947546,1.6669730437100083,1.4998337030410767,3.8004050254821777,2.8961799144744873,0.5795596837997437,-2.4001777172088623,2.404714584350586,-0.03178344666957855,0.44869208335876465,24.613740921020508,26.762359619140625,25.072921752929688,0.27205923199653625,-0.708422839641571,0.5483273267745972,1.2567501068115234,126.0,3.715798281708587,4.242399389192757,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V04_5025.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,4,5025,25,15.562,100.0,2.0,2.0,25.0,180985.0,301811.698697835,1.000001678999979,1.6676153621194967,1.4994523525238037,3.8004050254821777,2.889850616455078,0.5767685174942017,-2.4002089500427246,2.404714584350586,-0.032085999846458435,0.44862282276153564,24.60157012939453,26.927289962768555,25.07156753540039,0.2865529954433441,-0.7243132591247559,0.5360008478164673,1.2603141069412231,126.0,3.7260187096665276,4.267458711765259,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V06_5079.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,6,5079,25,15.53,100.0,2.0,2.0,25.0,180609.0,300686.34287054103,1.0000016749836504,1.6648561684451466,1.4992616176605225,3.8002142906188965,2.890467643737793,0.5700728893280029,-2.4001989364624023,2.404714584350586,-0.032151173800230026,0.4488687217235565,24.714099884033203,26.902860641479492,25.076255798339844,0.2897273004055023,-0.7274768352508545,0.5241910219192505,1.251667857170105,126.0,3.7037973140076415,4.250904307519547,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V08_5149.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,8,5149,25,15.463,100.0,2.0,2.0,25.0,179921.0,298671.471948291,1.0000016749836504,1.6600237435987717,1.4998337030410767,3.8004050254821777,2.8954873085021973,0.5600306987762451,-2.400165319442749,2.404820203781128,-0.03215248882770538,0.44931426644325256,24.66543960571289,26.966999053955078,25.010637283325195,0.31271493434906006,-0.7242294549942017,0.5120994448661804,1.2363288402557373,126.0,3.6683903054835096,4.218008271597878,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V10_5201.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,10,5201,25,15.378,100.0,2.0,2.0,25.0,178998.0,295915.521560234,1.0000016750127543,1.6531870453707829,1.4992616176605225,3.8004050254821777,2.9052324295043945,0.5458027720451355,-2.4002585411071777,2.404925584793091,-0.03205392137169838,0.4497987926006317,24.677600860595703,26.881479263305664,25.020475387573242,0.31220361590385437,-0.7179862856864929,0.49795785546302795,1.2159441709518433,126.0,3.617375664950765,4.166661612569332,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V12_5261.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,12,5261,25,15.242,100.0,2.0,2.0,25.0,177682.0,292341.11998375104,1.0000016750000214,1.645314467972102,1.4992616176605225,3.8002142906188965,2.9182655811309814,0.530270516872406,-2.4001777172088623,2.404714584350586,-0.031616441905498505,0.4502423405647278,24.72627067565918,26.96088981628418,25.08258056640625,0.30341836810112,-0.7070118188858032,0.48409605026245117,1.1911078691482544,126.0,3.5404020344674163,4.080246566797775,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V14_5315.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,14,5315,25,15.126,100.0,2.0,2.0,25.0,176399.0,288622.611727636,1.0000016749836504,1.6362011571992654,1.4994523525238037,3.8002142906188965,2.9312596321105957,0.5136519074440002,-2.4003043174743652,2.405031204223633,-0.0312865674495697,0.4507504403591156,24.717140197753906,27.006710052490234,25.018535614013672,0.3379610776901245,-0.6974167227745056,0.46722525358200073,1.1646419763565063,126.0,3.464841093149008,3.999240402375824,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V16_5357.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,16,5357,25,14.968,100.0,2.0,2.0,25.0,174666.0,284362.18010455003,1.0000016750127543,1.628043283454327,1.4994523525238037,3.800595760345459,2.944115161895752,0.4966887831687927,-2.4001777172088623,2.405031204223633,-0.03230412304401398,0.44768187403678894,24.73843002319336,27.073909759521484,25.03739356994629,0.3461296856403351,-0.6854094862937927,0.44960978627204895,1.135019302368164,126.0,3.376027041941626,3.9020702513752066,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V18_5387.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,18,5387,25,14.748,100.0,2.0,2.0,25.0,172461.0,279500.963067695,1.000001677981345,1.62067124589873,1.4994523525238037,3.8007864952087402,2.9570281505584717,0.47757816314697266,-2.4001777172088623,2.405031204223633,-0.03596524894237518,0.4374963045120239,24.796220779418945,27.205249786376953,25.053359985351562,0.3485367000102997,-0.6709389686584473,0.43084436655044556,1.101783275604248,126.0,3.2752104190022115,3.79098602158979,ok
